ref,categorie,title,price,tags,description
Â B8301251,earrings,"Amulette de Cartier earrings, XS model",6700.0,"pink gold, onyx, white mother-of-pearl, diamond","Amulette de Cartier earrings, extra-small model, 18K pink gold, onyx, white mother-of-pearl, each set with 2 brilliant-cut diamond totaling 0.11 carat. Motif diameter: 12 mm."
Â B8301421,earrings,Love single earring,500.0,yellow gold,"Love single earring, 18K yellow gold. Diameter 6 mm. Sold individually."
Â B8301422,earrings,Love single earring,,pink gold,"Love single earring, 18K pink gold. Diameter 12mm. Sold individually."
Â B8301254,earrings,Love earrings,1370.0,pink gold,"Love earrings, 18K rose gold. Inner diameter 7.2mm."
Â B8301255,earrings,Love earrings,1370.0,yellow gold,"Love earrings, 18K yellow gold. Inner diameter 7.2mm."
Â B8301256,earrings,Love earrings,1470.0,white gold,"Love earrings, 18K white gold. Inner diameter 7.2mm."
Â B8301424,earrings,Love single earring,1750.0,"white gold, diamond","Love earring, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.05 carat. Diameter: 12 mm. Sold individually."
Â B8028800,earrings,Love earrings,1770.0,yellow gold,"Love earrings, 18K yellow gold. Width: 2.65mm. Inner diameter 10mm."
Â B8029000,earrings,Love earrings,1770.0,pink gold,"Love earrings, 18K rose gold. Width: 2.65mm. Inner diameter 10mm."
Â B8028900,earrings,Love earrings,1890.0,white gold,"Love earrings, 18K white gold. Width: 2.65mm. Inner diameter 10mm."
Â B8022500,earrings,Love earrings,3150.0,yellow gold,"Love earrings, 18K yellow gold. Width: 5.7mm."
Â B8028200,earrings,Love earrings,3750.0,yellow gold,"Love earrings, 18K yellow gold. Width: 3.6mm. Inner diameter 32.6mm."
Â B8028300,earrings,Love earrings,,white gold,"Love earrings, 18K white gold. Width: 3.6mm. Inner diameter 32.6mm."
Â B8301433,earrings,Love earrings,4050.0,"pink gold, diamond","Love earrings, 18K pink gold, each set with 3 brilliant-cut diamonds totaling 0.13 carat."
Â B8022900,earrings,"Love earrings, 2 diamonds",4650.0,"yellow gold, diamonds","Love earrings, 18K yellow gold, each set with 1 brilliant-cut diamond totaling 0.07 carats. Width: 5.7mm."
Â B8301218,earrings,Love earrings,4650.0,"pink gold, diamonds","Love earrings, 18K rose gold, each set with 1 brilliant-cut diamonds totaling 0.07 carats. Width: 5.7mm."
Â B8022800,earrings,"Love earrings, 2 diamonds",5000.0,"white gold, diamonds","Love earrings, 18K white gold, each set with 1 brilliant-cut diamond totaling 0.07 carats. Width: 5.7mm."
Â N8515192,earrings,Love earrings,10400.0,"pink gold, diamond","Love earrings, 18K pink gold, each set with 48 brilliant-cut diamonds totaling 0.51 carat."
Â N8515193,earrings,Love earrings,11100.0,"white gold, diamond","Love earrings, 18K white gold, each set with 48 brilliant-cut diamonds totaling 0.51 carat."
Â B8301423,earrings,Love single earring,810.0,yellow gold,"Love single earring, 18K yellow gold. Diameter 12mm. Sold individually."
Â B8044700,earrings,PanthÃ¨re de Cartier earrings,11200.0,"yellow gold, lacquer, diamonds, tsavorite garnets, onyx","PanthÃ¨re de Cartier earrings, 18K yellow gold, black lacquer, each set with 5 brilliant-cut diamonds totaling 0.01 carat. Tsavorite garnets, onyx."
Â N8050700,earrings,PanthÃ¨re de Cartier earrings,13700.0,"white gold, diamonds, emeralds, onyx","PanthÃ¨re de Cartier earrings, 18K white gold, each set with 63 brilliant-cut diamonds totaling 0.38 carat. Emeralds, onyx."
Â N8515072,earrings,PanthÃ¨re de Cartier earrings,24700.0,"yellow gold, diamonds, tsavorite garnets, onyx","PanthÃ¨re de Cartier drop earrings, 18K yellow gold, set with 34 brilliant-cut diamonds totaling 0.09 carats, tsavorite garnet eyes, onyx."
Â N8503200,earrings,PanthÃ¨re de Cartier earrings,37700.0,"white gold, diamonds, emeralds, onyx","PanthÃ¨re de Cartier earrings, 18K white gold, each set with 76 brilliant-cut diamonds totaling 0.72 carat. Emeralds, onyx."
Â N8515073,earrings,PanthÃ¨re de Cartier earrings,,"white gold, emeralds, diamonds, onyx","PanthÃ¨re de Cartier drop earrings, 18K white gold, set with 252 brilliant-cut diamonds totaling 1.48 carats, emerald eyes, onyx."
Â H8000330,earrings,PanthÃ¨re de Cartier earrings,70500.0,"white gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier hoop earrings, 18K white gold, set with emerald eyes, onyx spots, onyx nose and 478 diamonds totaling 3.11 carats"
Â HP800976,earrings,PanthÃ¨re de Cartier earrings,160000.0,"white gold, emeralds, onyx, diamonds","Earrings - 18K white gold, 10 emeralds, 444 brilliant-cut diamonds totaling 5.95 carats, onyx."
Â HP800918,earrings,PanthÃ¨re de Cartier earrings,177000.0,"platinum, sapphires, onyx, diamonds","Earrings - 950â€° platinum, 327 brilliant-cut diamonds totaling 4.65 carats, sapphires, onyx."
Â B8033100,earrings,Caresse dâ€™OrchidÃ©es par Cartier earrings,3300.0,"pink gold, diamonds","Caresse d'OrchidÃ©es par Cartier earrings, small model, 18K pink gold, each set with 1 brilliant-cut diamond of 0.01 carat."
Â HP800935,earrings,Faune et Flore de Cartier earrings,85500.0,"white gold, diamonds","Earrings - 950â€° platinum, emeralds, brilliant-cut diamonds."
Â B8032200,earrings,Caresse dâ€™OrchidÃ©es par Cartier earrings,11100.0,"white gold, diamonds","Caresse d'OrchidÃ©es par Cartier earrings, small model, 18K white gold, each set with 27 brilliant-cut diamonds totaling 0.31 carat."
Â H8000125,earrings,Les Oiseaux LibÃ©rÃ©s earrings,93500.0,"white gold, emeralds, sapphires, mother-of-pearl, diamonds","Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emerald, sapphire, 2 drop-shaped emeralds, each set with 186 brilliant-cut diamonds totaling 0.96 carats."
Â H8000128,earrings,Les Oiseaux LibÃ©rÃ©s earrings,194000.0,"white gold, sapphires, emeralds, gray mother-of-pearl, diamonds","Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emeralds, sapphire beads, each set with 202 brilliant-cut diamonds totaling 1.19 carats."
Â H8000129,earrings,Les Oiseaux LibÃ©rÃ©s earrings,217000.0,"white gold, emeralds, mother-of-pearl, diamonds","Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emeralds, emerald beads, each set with 202 brilliant-cut diamonds totaling 1.19 carats."
Â H8000127,earrings,Les Oiseaux LibÃ©rÃ©s earrings,251000.0,"white gold, rubies, emeralds, mother-of-pearl, diamonds","Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emeralds, ruby beads, each set with 202 brilliant-cut diamonds totaling 1.19 carats."
Â N8515099,earrings,Cactus de Cartier earrings,30800.0,"pink gold, spinels, diamonds","Cactus de Cartier earrings, 18K pink gold, each set with 4 spinels and 4 brilliant-cut diamonds totaling 0.07 carats."
Â H8000238,earrings,Cactus de Cartier earrings,57000.0,"yellow gold, emeralds, carnelians, diamonds","Cactus de Cartier earrings, 18K yellow gold, emeralds, carnelians, each set with 11 brilliant-cut diamonds totaling 0.19 carats."
Â N8515141,earrings,Cactus de Cartier earrings,60500.0,"yellow gold, diamonds","Cactus de Cartier earrings, 18K yellow gold, set with 170 brilliant-cut diamonds totaling 3.50 carats."
Â B8301257,earrings,Cactus de Cartier earrings,,"yellow gold, diamonds","Cactus de Cartier earrings, 18K yellow gold, set with 4 brilliant-cut diamonds totaling 0.07 carats."
Â B8301248,earrings,Cactus de Cartier earrings,10500.0,"pink gold, diamonds","Cactus de Cartier earrings, 18K pink gold, each set with 3 brilliant-cut diamonds totaling 0.05 carats."
Â N8515136,earrings,Cactus de Cartier earrings,11800.0,"yellow gold, aventurine, diamonds","Cactus de Cartier earrings, 18K yellow gold, set with 4 aventurines and 8 brilliant-cut diamonds totaling 0.14 carat."
Â N8515093,earrings,Cactus de Cartier earrings,30800.0,"yellow gold, diamonds","Cactus de Cartier earrings, 18K yellow gold, each set with 12 brilliant-cut diamonds totaling 0.23 carats."
Â B8043200,earrings,Trinity earrings,2040.0,"white gold, yellow gold, pink gold, diamonds","Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold, each set with 1 brilliant-cut diamonds totaling 0.04 carats. Inner diameter 7.3mm."
Â 80083231,earrings,Trinity earrings,2300.0,"white gold, yellow gold, pink gold","Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold. Width: 3.3mm. Inner diameter 13.2mm."
Â B8031700,earrings,Trinity earrings,5600.0,"white gold, yellow gold, pink gold, diamonds","Trinity earrings, 18K white gold, 18K pink gold, 18K yellow gold, each set with 6 brilliant-cut diamonds totaling 0.08 carat."
Â B8045300,earrings,Trinity earrings,5900.0,"white gold, yellow gold, pink gold, diamonds","Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold, set 1 brilliant-cut diamonds totaling 0.18 carats. Inner diameter 5.3mm."
Â B8017100,earrings,Trinity earrings,1250.0,"white gold, yellow gold, pink gold","Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold. Inner diameter 10mm."
Â B8301224,earrings,Trinity earrings,8500.0,"white gold, diamonds, ceramic","Trinity earrings, 18K white gold, black ceramic, set with 28 brilliant-cut diamonds totaling 0.43 carats."
Â B8031900,earrings,Trinity earrings,13600.0,"white gold, yellow gold, pink gold, diamonds","Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold, each set with 71 brilliant-cut diamonds totaling 0.08 carats. Inner diameter 13.4mm."
Â N8500300,earrings,Trinity earrings,13600.0,"white gold, ceramic, diamonds","Trinity earrings, 18K white gold, black ceramic, each set with 44 brilliant-cut diamonds totaling 0.19 carat."
Â N8515098,earrings,Etincelle de Cartier earrings,12700.0,"pink gold, diamonds","Etincelle de Cartier hoop earrings, medium model, 18K pink gold, each set with 91 brilliant-cut diamonds totaling 0.49 carats."
Â N8515101,earrings,Etincelle de Cartier earrings,7000.0,"white gold, diamonds","Etincelle de Cartier earrings, 18K white gold, each set with 6 brilliant-cut diamonds totaling 0.26 carats."
Â B8301215,earrings,Diamants LÃ©gers earrings XS,1060.0,"yellow gold, diamonds","Diamants LÃ©gers earrings, 18K yellow gold, each set with a brilliant-cut diamond of 0.04 carats."
Â B8301213,earrings,Diamants LÃ©gers earrings XS,1140.0,"white gold, diamonds","Diamants LÃ©gers earrings, 18K white gold, each set with a brilliant-cut diamond of 0.04 carats."
Â B8043400,earrings,Saphirs LÃ©gers de Cartier earrings,1420.0,"pink gold, pink sapphires","Saphirs LÃ©gers de Cartier earrings, 18K pink gold, each set with a pink sapphire."
Â B8301405,earrings,Diamants LÃ©gers earrings,1840.0,"yellow gold, diamonds","Diamants LÃ©gers earrings, 18K yellow gold, each set with a brilliant-cut diamond totaling 0.18 carat."
Â B8301406,earrings,Diamants LÃ©gers earrings,1840.0,"pink gold, diamonds","Diamants LÃ©gers earrings, 18K pink gold, each set with a brilliant-cut diamond totaling 0.18 carat."
Â B8301407,earrings,Diamants LÃ©gers earrings,1980.0,"white gold, diamonds","Diamants LÃ©gers earrings, 18K white gold, each set with a brilliant-cut diamond totaling 0.09 carat."
Â B8041500,earrings,"Diamants LÃ©gers earrings, MM",2750.0,"pink gold, diamonds","Diamants LÃ©gers earrings, 18K pink gold, each set with a brilliant-cut diamond totaling 0.26 carat."
Â B8041600,earrings,"Diamants LÃ©gers earrings, MM",2750.0,"yellow gold, diamonds","Diamants LÃ©gers earrings, 18K yellow gold, each set with a brilliant-cut diamond of 0.26 carat."
Â B8041400,earrings,"Diamants LÃ©gers earrings, MM",2940.0,"white gold, diamonds","Diamants LÃ©gers earrings, 18K white gold, each set with a brilliant-cut diamond of 0.26 carat."
Â B8301244,earrings,Etincelle de Cartier earrings,3350.0,"pink gold, diamonds","Etincelle de Cartier hoop earrings, small model, 18K pink gold, each set with 19 brilliant-cut diamonds totaling 0.13 carats."
Â B8301245,earrings,Etincelle de Cartier earrings,3350.0,"yellow gold, diamonds","Etincelle de Cartier hoop earrings, small model, 18K yellow gold, each set with 19 brilliant-cut diamonds totaling 0.13 carats."
Â B8301226,earrings,"Etincelle de Cartier earrings, small model",3550.0,"white gold, diamonds","Etincelle de Cartier hoop earrings, small model, 18K white gold, each set with 19 brilliant-cut diamonds totaling 0.13 carats."
Â B8301246,earrings,Etincelle de Cartier earrings,7350.0,"pink gold, diamonds","Etincelle de Cartier hoop earrings, medium model, 18K pink gold, each set with 37 brilliant-cut diamonds totaling 0.33 carats."
Â B8301247,earrings,Etincelle de Cartier earrings,7350.0,"yellow gold, diamonds","Etincelle de Cartier hoop earrings, medium model, 18K yellow gold, each set with 37 brilliant-cut diamonds totaling 0.33 carats."
Â B8301227,earrings,"Etincelle de Cartier earrings, medium model",7850.0,"white gold, diamonds","Etincelle de Cartier hoop earrings, medium model, 18K white gold, each set with 37 brilliant-cut diamonds totaling 0.33 carats."
Â N8515102,earrings,Etincelle de Cartier earrings,9300.0,"pink gold, diamonds","Etincelle de Cartier earrings, 18K pink gold, each set with 12 brilliant-cut diamonds totaling 0.45 carats."
Â B8043100,earrings,"Etincelle de Cartier earrings, small model",,"white gold, diamonds","Ã‰tincelle de Cartier earrings, small model, 18K white gold, each set with 46 diamonds totaling 0.36 carats."
Â N8515103,earrings,Etincelle de Cartier earrings,9950.0,"white gold, diamonds","Etincelle de Cartier earrings, 18K white gold, each set with 12 brilliant-cut diamonds totaling 0.45 carats."
Â N8515097,earrings,Etincelle de Cartier earrings,12700.0,"yellow gold, diamonds","Etincelle de Cartier hoop earrings, medium model, 18K yellow gold, each set with 91 brilliant-cut diamonds totaling 0.49 carats."
Â N8515087,earrings,"Etincelle de Cartier earrings, medium model",,"white gold, diamonds","Etincelle de Cartier hoop earrings, medium model, 18K white gold, each set with 91 brilliant-cut diamonds totaling 0.49 carats."
Â N8515095,earrings,Etincelle de Cartier earrings,14700.0,"pink gold, diamonds","Etincelle de Cartier hoop earrings, large model, 18K pink gold, each set with 60 brilliant-cut diamonds totaling 0.70 carats."
Â N8515096,earrings,Etincelle de Cartier earrings,14700.0,"yellow gold, diamonds","Etincelle de Cartier hoop earrings, large model, 18K yellow gold, each set with 60 brilliant-cut diamonds totaling 0.70 carats."
Â N8515172,earrings,Etincelle de Cartier earrings,19900.0,"white gold, diamonds","Ã‰tincelle de Cartier earrings, 18K white gold, each set with 2 square-cut diamonds totaling 0.32 carat and 15 brilliant-cut diamonds totaling 1.02 carats."
Â N8515137,earrings,Etincelle de Cartier earrings,20400.0,"white gold, diamonds","Ã‰tincelle de Cartier earrings, 18K white gold, each set with 74 brilliant-cut diamonds totaling 1.73 carats."
Â N8515094,earrings,Reflection de Cartier earrings,22400.0,"white gold, diamonds","Reflection de Cartier earrings, small model, 18K white gold, each set with 4 brilliant-cut diamonds totaling 0.34 carat and 4 baguette-cut diamonds totaling 0.90 carat."
Â N8515139,earrings,Etincelle de Cartier earring,22400.0,"white gold, diamonds","Ã‰tincelle de Cartier ring, 18K white gold, set with 96 brilliant-cut diamonds totaling 1.90 carats."
Â N8515129,earrings,Reflection de Cartier earrings,30800.0,"white gold, diamonds","Reflection de Cartier earrings, 18K white gold, each set with 5 baguette-cut diamonds totaling 1.12 carats and 10 brilliant-cut diamonds totaling 0.95 carats."
Â H8000215,earrings,Reflection de Cartier earrings,65000.0,"white gold, diamonds","Reflection de Cartier earrings, large model, 18K white gold, each set with 19 brilliant-cut diamonds totaling 0.81 carats, and with 10 baguette-cut diamonds totaling 1.08 carats."
Â B8301214,earrings,Diamants LÃ©gers earrings XS,,"pink gold, diamonds","Diamants LÃ©gers earrings, 18K pink gold, each set with a brilliant-cut diamond of 0.04 carats."
Â N8515086,earrings,"Etincelle de Cartier earrings, large model",15700.0,"white gold, diamonds","Etincelle de Cartier hoop earrings, large model, 18K white gold, each set with 60 brilliant-cut diamonds totaling 0.70 carats."
Â N8515133,earrings,Reflection de Cartier earrings,17000.0,"white gold, diamonds","Reflection de Cartier earrings, 18K white gold, each set with 1 troidia-cut diamond, 2 princess-cut diamonds and 7 baguette-cut diamonds totaling 0.77 carats."
Â N8515190,earrings,Etincelle de Cartier earrings,,"pink gold, diamonds","Ã‰tincelle de Cartier earrings, 18K pink gold, each set with 74 brilliant-cut diamonds totaling 1.73 carats."
Â N8515171,earrings,Etincelle de Cartier earring,21200.0,"white gold, diamonds","Ã‰tincelle de Cartier ring, 18K white gold, set with 6 princess-cut diamonds totaling 0.39 carat and 34 brilliant-cut diamonds totaling 1.22 carats."
Â HP800859,earrings,Diamond Collection earrings,,"platinum, diamonds","Earrings - platinum, 158 brilliant-cut diamonds totaling 5.06 carats."
Â H8000334,earrings,Reflection de Cartier earrings,80000.0,"white gold, diamonds","Reflection de Cartier earring, large model, 18K white gold, set with 27 baguette-cut diamonds totaling 2.53 carats, 5 princess-cut diamonds totaling 1.53 carats and 2 troidia-cut diamonds totaling 0.89 carats."
Â H8000454,earrings,Reflection de Cartier earrings,80000.0,"white gold, diamonds","Reflection de Cartier earring, large model, 18K white gold, set with 27 baguette-cut diamonds totaling 2.53 carats, 5 princess-cut diamonds totaling 1.53 carats and 2 troidia-cut diamonds totaling 0.89 carats."
Â B8041700,earrings,C de Cartier earrings,2080.0,"pink gold, pearl","C de Cartier earrings, 18K pink gold, each set with an Akoya pearl."
Â B8041800,earrings,C de Cartier earrings,2220.0,"white gold, pearl","C de Cartier earrings, 18K white gold, each set with an Akoya cultured pearl."
Â B8301428,earrings,Juste un Clou single earring,810.0,yellow gold,"Juste un Clou single earring, 18K yellow gold. Diameter 12.45 mm. Sold individually."
Â B8301234,earrings,Juste un Clou earrings,,pink gold,"Juste un Clou hoop earrings, 18K rose gold. Width: 1.8mm. Inner diameter 12.75mm."
Â B8301235,earrings,Juste un Clou earrings,2620.0,yellow gold,"Juste un Clou hoop earrings, 18K yellow gold. Width: 1.8mm. Inner diameter 12.75mm."
Â B8301236,earrings,Juste un Clou earrings,2800.0,white gold,"Juste un Clou hoop earrings, 18K white gold. Width: 1.8mm. Inner diameter 12.75mm."
Â B8301211,earrings,Juste un Clou earrings,4600.0,pink gold,"Juste un Clou earrings, 18K rose gold. Width: 1.8mm. Inner diameter 40mm."
Â B8301212,earrings,Juste un Clou earrings,,"pink gold, diamonds","Juste un Clou earrings, 18K pink gold, set with 28 brilliant-cut diamonds totaling 0.17 carats. Width: 1.8mm. Inner diameter 40mm."
Â N8515009,earrings,Juste un Clou earrings,22900.0,"pink gold, diamonds","Juste un Clou earrings, 18K pink gold, set with 176 brilliant-cut diamonds totaling 1.26 carats."
Â N8515008,earrings,Juste un Clou earrings,24600.0,"white gold, diamonds","Juste un Clou earrings, 18K white gold, set with 176 brilliant-cut diamonds totaling 1.26 carats."
Â B8301225,earrings,Juste un Clou earrings,7000.0,"yellow gold, diamonds","Juste un Clou earrings, 18K yellow gold, set with 28 brilliant-cut diamonds totaling 0.17 carats. Width: 1.8mm. Inner diameter 40mm."
Â B8032600,earrings,"Maillon PanthÃ¨re earrings, 3 diamond-paved rows",13000.0,"white gold, diamonds","Maillon PanthÃ¨re earrings, 18K white gold, each set with 36 brilliant-cut diamonds totaling 0.29 carat."
Â N8515186,earrings,Agrafe earrings,25900.0,"pink gold, diamonds","Agrafe earrings, 18K pink gold, each set with 79 brilliant-cut pavÃ© diamonds totaling 2.77 carats."
Â N8515156,earrings,Agrafe earrings,13100.0,"pink gold, diamonds","Agrafe earrings, 18K pink gold, onyx, each set with 42 brilliant-cut diamond totaling 1.24 carats."
Â N8515187,earrings,Agrafe earrings,25900.0,"yellow gold, diamonds","Agrafe earrings, 18K yellow gold, each set with 79 brilliant-cut pavÃ© diamonds totaling 2.77 carats."
Â N8515188,earrings,Agrafe earrings,27700.0,"white gold, diamonds","Agrafe earrings, 18K white gold, each set with 79 brilliant-cut pavÃ© diamonds totaling 2.77 carats."
Â H8000654,earrings,Pluie de Cartier earrings,68500.0,"white gold, diamonds","Pluie de Cartier earrings, 18K white gold, each set with 47 brilliant-cut diamonds totaling 4.08 carats and 2 baguette-cut diamonds totaling 0.21 carat."
Â B8301408,earrings,Ecrou de Cartier earrings,5000.0,pink gold,"Ecrou de Cartier earrings, 18K pink gold."
Â N8515135,earrings,Pluie de Cartier earrings,59000.0,"white gold, diamonds","Pluie de Cartier earrings, 18K white gold, each set with 6 pear-shaped diamonds totaling 3.52 carats and 12 brilliant-cut diamonds totaling 0.79 carat."
Â N8515134,earrings,Pluie de Cartier earrings,,"white gold, diamonds","Pluie de Cartier earrings, 18K white gold, each set with 17 brilliant-cut diamonds totaling 1.92 carats."
Â H8000466,earrings,Pluie de Cartier earrings,32000.0,"white gold, diamonds","Pluie de Cartier earrings, 18K white gold, each set with 20 brilliant-cut diamonds totaling 2.06 carats."
Â B8301416,earrings,Clash de Cartier earrings Small Model,,pink gold,"Clash de Cartier earrings, small model, 18K pink gold. Width: 6.4mm. Inner diameter: 37.8mm"
Â B8301415,earrings,Clash de Cartier earrings Small Model,3900.0,pink gold,"Clash de Cartier earrings, small model, 18K pink gold. Width: 6.4mm. Inner diameter: 16.2mm"
Â N8515173,earrings,Clash de Cartier earrings Diamonds,,"pink gold, diamonds","Clash de Cartier earrings, 18K pink gold, each set with 14 brilliant-cut diamonds totaling 0.41 carats. Width: 6.8mm. Inner diameter: 16.2mm"
Â N8515218,earrings,Clash de Cartier earring Large Model,13700.0,"pink gold, amazonite","Clash de Cartier earring, large model, 18K pink gold, amazonite."
